airfoil,max_camber_pct,camber_pos,thickness_pct,angle_of_attack,reynolds_number,Cl,Cd,Cm,LD_ratio
NACA7108,7,1,8,16,500000,1.97105,0.18806,-0.03156,10.48
NACA7108,7,1,8,16,1000000,1.97105,0.18806,-0.03156,10.48
NACA7108,7,1,8,16,3000000,1.97105,0.18806,-0.03156,10.48
NACA7110,7,1,10,-6,500000,-0.43689,0.01474,-0.01236,-29.64
NACA7110,7,1,10,-6,1000000,-0.43689,0.01474,-0.01236,-29.64
NACA7110,7,1,10,-6,3000000,-0.43689,0.01474,-0.01236,-29.64
NACA7110,7,1,10,-4,500000,-0.21757,0.00802,-0.0141,-27.13
NACA7110,7,1,10,-4,1000000,-0.21757,0.00802,-0.0141,-27.13
NACA7110,7,1,10,-4,3000000,-0.21757,0.00802,-0.0141,-27.13
NACA7110,7,1,10,-2,500000,0.00175,0.0058,-0.01585,0.3
NACA7110,7,1,10,-2,1000000,0.00175,0.0058,-0.01585,0.3
NACA7110,7,1,10,-2,3000000,0.00175,0.0058,-0.01585,0.3
NACA7110,7,1,10,0,500000,0.22108,0.00809,-0.01759,27.33
NACA7110,7,1,10,0,1000000,0.22108,0.00809,-0.01759,27.33
NACA7110,7,1,10,0,3000000,0.22108,0.00809,-0.01759,27.33
NACA7110,7,1,10,2,500000,0.4404,0.01488,-0.01934,29.6
NACA7110,7,1,10,2,1000000,0.4404,0.01488,-0.01934,29.6
NACA7110,7,1,10,2,3000000,0.4404,0.01488,-0.01934,29.6
NACA7110,7,1,10,4,500000,0.65973,0.02618,-0.02108,25.2
NACA7110,7,1,10,4,1000000,0.65973,0.02617,-0.02108,25.21
NACA7110,7,1,10,4,3000000,0.65973,0.02617,-0.02108,25.21
NACA7110,7,1,10,6,500000,0.87905,0.04197,-0.02283,20.94
NACA7110,7,1,10,6,1000000,0.87905,0.04197,-0.02283,20.94
NACA7110,7,1,10,6,3000000,0.87905,0.04197,-0.02283,20.94
NACA7110,7,1,10,8,500000,1.09838,0.06228,-0.02457,17.64
NACA7110,7,1,10,8,1000000,1.09838,0.06227,-0.02457,17.64
NACA7110,7,1,10,8,3000000,1.09838,0.06227,-0.02457,17.64
NACA7110,7,1,10,10,500000,1.3177,0.08708,-0.02632,15.13
NACA7110,7,1,10,10,1000000,1.3177,0.08708,-0.02632,15.13
NACA7110,7,1,10,10,3000000,1.3177,0.08708,-0.02632,15.13
NACA7110,7,1,10,12,500000,1.53703,0.11639,-0.02806,13.21
NACA7110,7,1,10,12,1000000,1.53703,0.11639,-0.02806,13.21
NACA7110,7,1,10,12,3000000,1.53703,0.11639,-0.02806,13.21
NACA7110,7,1,10,14,500000,1.75635,0.1502,-0.02981,11.69
NACA7110,7,1,10,14,1000000,1.75635,0.1502,-0.02981,11.69
NACA7110,7,1,10,14,3000000,1.75635,0.1502,-0.02981,11.69
NACA7110,7,1,10,16,500000,1.97387,0.18853,-0.03156,10.47
NACA7110,7,1,10,16,1000000,1.97387,0.18853,-0.03156,10.47
NACA7110,7,1,10,16,3000000,1.97387,0.18853,-0.03156,10.47
NACA7112,7,1,12,-6,500000,-0.43689,0.0149,-0.01236,-29.32
NACA7112,7,1,12,-6,1000000,-0.43689,0.0149,-0.01236,-29.32
NACA7112,7,1,12,-6,3000000,-0.43689,0.0149,-0.01236,-29.32
NACA7112,7,1,12,-4,500000,-0.21757,0.00818,-0.0141,-26.6
NACA7112,7,1,12,-4,1000000,-0.21757,0.00818,-0.0141,-26.6
NACA7112,7,1,12,-4,3000000,-0.21757,0.00818,-0.0141,-26.6
NACA7112,7,1,12,-2,500000,0.00175,0.00596,-0.01585,0.29
NACA7112,7,1,12,-2,1000000,0.00175,0.00596,-0.01585,0.29
NACA7112,7,1,12,-2,3000000,0.00175,0.00596,-0.01585,0.29
NACA7112,7,1,12,0,500000,0.22108,0.00825,-0.01759,26.8
NACA7112,7,1,12,0,1000000,0.22108,0.00825,-0.01759,26.8
NACA7112,7,1,12,0,3000000,0.22108,0.00825,-0.01759,26.8
NACA7112,7,1,12,2,500000,0.4404,0.01504,-0.01934,29.28
NACA7112,7,1,12,2,1000000,0.4404,0.01504,-0.01934,29.28
NACA7112,7,1,12,2,3000000,0.4404,0.01504,-0.01934,29.28
NACA7112,7,1,12,4,500000,0.65973,0.02634,-0.02108,25.05
NACA7112,7,1,12,4,1000000,0.65973,0.02633,-0.02108,25.06
NACA7112,7,1,12,4,3000000,0.65973,0.02633,-0.02108,25.06
NACA7112,7,1,12,6,500000,0.87905,0.04213,-0.02283,20.87
NACA7112,7,1,12,6,1000000,0.87905,0.04213,-0.02283,20.87
NACA7112,7,1,12,6,3000000,0.87905,0.04213,-0.02283,20.87
NACA7112,7,1,12,8,500000,1.09838,0.06244,-0.02457,17.59
NACA7112,7,1,12,8,1000000,1.09838,0.06243,-0.02457,17.59
NACA7112,7,1,12,8,3000000,1.09838,0.06243,-0.02457,17.59
NACA7112,7,1,12,10,500000,1.3177,0.08724,-0.02632,15.1
NACA7112,7,1,12,10,1000000,1.3177,0.08724,-0.02632,15.1
NACA7112,7,1,12,10,3000000,1.3177,0.08724,-0.02632,15.1
NACA7112,7,1,12,12,500000,1.53703,0.11655,-0.02806,13.19
NACA7112,7,1,12,12,1000000,1.53703,0.11655,-0.02806,13.19
NACA7112,7,1,12,12,3000000,1.53703,0.11655,-0.02806,13.19
NACA7112,7,1,12,14,500000,1.75635,0.15036,-0.02981,11.68
NACA7112,7,1,12,14,1000000,1.75635,0.15036,-0.02981,11.68
NACA7112,7,1,12,14,3000000,1.75635,0.15036,-0.02981,11.68
NACA7112,7,1,12,16,500000,1.97539,0.18876,-0.03156,10.47
NACA7112,7,1,12,16,1000000,1.97539,0.18876,-0.03156,10.47
NACA7112,7,1,12,16,3000000,1.97539,0.18876,-0.03156,10.47
NACA7115,7,1,15,-6,500000,-0.43689,0.01514,-0.01236,-28.86
NACA7115,7,1,15,-6,1000000,-0.43689,0.01514,-0.01236,-28.86
NACA7115,7,1,15,-6,3000000,-0.43689,0.01514,-0.01236,-28.86
NACA7115,7,1,15,-4,500000,-0.21757,0.00842,-0.0141,-25.84
NACA7115,7,1,15,-4,1000000,-0.21757,0.00842,-0.0141,-25.84
NACA7115,7,1,15,-4,3000000,-0.21757,0.00842,-0.0141,-25.84
NACA7115,7,1,15,-2,500000,0.00175,0.0062,-0.01585,0.28
NACA7115,7,1,15,-2,1000000,0.00175,0.0062,-0.01585,0.28
NACA7115,7,1,15,-2,3000000,0.00175,0.0062,-0.01585,0.28
NACA7115,7,1,15,0,500000,0.22108,0.00849,-0.01759,26.04
NACA7115,7,1,15,0,1000000,0.22108,0.00849,-0.01759,26.04
NACA7115,7,1,15,0,3000000,0.22108,0.00849,-0.01759,26.04
NACA7115,7,1,15,2,500000,0.4404,0.01528,-0.01934,28.82
NACA7115,7,1,15,2,1000000,0.4404,0.01528,-0.01934,28.82
NACA7115,7,1,15,2,3000000,0.4404,0.01528,-0.01934,28.82
NACA7115,7,1,15,4,500000,0.65973,0.02658,-0.02108,24.82
NACA7115,7,1,15,4,1000000,0.65973,0.02657,-0.02108,24.83
NACA7115,7,1,15,4,3000000,0.65973,0.02657,-0.02108,24.83
NACA7115,7,1,15,6,500000,0.87905,0.04237,-0.02283,20.75
NACA7115,7,1,15,6,1000000,0.87905,0.04237,-0.02283,20.75
NACA7115,7,1,15,6,3000000,0.87905,0.04237,-0.02283,20.75
NACA7115,7,1,15,8,500000,1.09838,0.06268,-0.02457,17.52
NACA7115,7,1,15,8,1000000,1.09838,0.06267,-0.02457,17.53
NACA7115,7,1,15,8,3000000,1.09838,0.06267,-0.02457,17.53
NACA7115,7,1,15,10,500000,1.3177,0.08748,-0.02632,15.06
NACA7115,7,1,15,10,1000000,1.3177,0.08748,-0.02632,15.06
NACA7115,7,1,15,10,3000000,1.3177,0.08748,-0.02632,15.06
NACA7115,7,1,15,12,500000,1.53703,0.11679,-0.02806,13.16
NACA7115,7,1,15,12,1000000,1.53703,0.11679,-0.02806,13.16
NACA7115,7,1,15,12,3000000,1.53703,0.11679,-0.02806,13.16
NACA7115,7,1,15,14,500000,1.75635,0.1506,-0.02981,11.66
NACA7115,7,1,15,14,1000000,1.75635,0.1506,-0.02981,11.66
NACA7115,7,1,15,14,3000000,1.75635,0.1506,-0.02981,11.66
NACA7115,7,1,15,16,500000,1.97568,0.18892,-0.03156,10.46
NACA7115,7,1,15,16,1000000,1.97568,0.18892,-0.03156,10.46
NACA7115,7,1,15,16,3000000,1.97568,0.18891,-0.03156,10.46
NACA7118,7,1,18,-6,500000,-0.43689,0.01538,-0.01236,-28.41
NACA7118,7,1,18,-6,1000000,-0.43689,0.01538,-0.01236,-28.41
NACA7118,7,1,18,-6,3000000,-0.43689,0.01538,-0.01236,-28.41
NACA7118,7,1,18,-4,500000,-0.21757,0.00866,-0.0141,-25.12
NACA7118,7,1,18,-4,1000000,-0.21757,0.00866,-0.0141,-25.12
NACA7118,7,1,18,-4,3000000,-0.21757,0.00866,-0.0141,-25.12
NACA7118,7,1,18,-2,500000,0.00175,0.00644,-0.01585,0.27
NACA7118,7,1,18,-2,1000000,0.00175,0.00644,-0.01585,0.27
NACA7118,7,1,18,-2,3000000,0.00175,0.00644,-0.01585,0.27
NACA7118,7,1,18,0,500000,0.22108,0.00873,-0.01759,25.32
NACA7118,7,1,18,0,1000000,0.22108,0.00873,-0.01759,25.32
NACA7118,7,1,18,0,3000000,0.22108,0.00873,-0.01759,25.32
NACA7118,7,1,18,2,500000,0.4404,0.01552,-0.01934,28.38
NACA7118,7,1,18,2,1000000,0.4404,0.01552,-0.01934,28.38
NACA7118,7,1,18,2,3000000,0.4404,0.01552,-0.01934,28.38
NACA7118,7,1,18,4,500000,0.65973,0.02682,-0.02108,24.6
NACA7118,7,1,18,4,1000000,0.65973,0.02681,-0.02108,24.61
NACA7118,7,1,18,4,3000000,0.65973,0.02681,-0.02108,24.61
NACA7118,7,1,18,6,500000,0.87905,0.04261,-0.02283,20.63
NACA7118,7,1,18,6,1000000,0.87905,0.04261,-0.02283,20.63
NACA7118,7,1,18,6,3000000,0.87905,0.04261,-0.02283,20.63
NACA7118,7,1,18,8,500000,1.09838,0.06292,-0.02457,17.46
NACA7118,7,1,18,8,1000000,1.09838,0.06291,-0.02457,17.46
NACA7118,7,1,18,8,3000000,1.09838,0.06291,-0.02457,17.46
NACA7118,7,1,18,10,500000,1.3177,0.08772,-0.02632,15.02
NACA7118,7,1,18,10,1000000,1.3177,0.08772,-0.02632,15.02
NACA7118,7,1,18,10,3000000,1.3177,0.08772,-0.02632,15.02
NACA7118,7,1,18,12,500000,1.53703,0.11703,-0.02806,13.13
NACA7118,7,1,18,12,1000000,1.53703,0.11703,-0.02806,13.13
NACA7118,7,1,18,12,3000000,1.53703,0.11703,-0.02806,13.13
NACA7118,7,1,18,14,500000,1.75635,0.15084,-0.02981,11.64
NACA7118,7,1,18,14,1000000,1.75635,0.15084,-0.02981,11.64
NACA7118,7,1,18,14,3000000,1.75635,0.15084,-0.02981,11.64
NACA7118,7,1,18,16,500000,1.97568,0.18916,-0.03156,10.44
NACA7118,7,1,18,16,1000000,1.97568,0.18916,-0.03156,10.44
NACA7118,7,1,18,16,3000000,1.97568,0.18915,-0.03156,10.45
NACA7121,7,1,21,-6,500000,-0.43689,0.01562,-0.01236,-27.97
NACA7121,7,1,21,-6,1000000,-0.43689,0.01562,-0.01236,-27.97
NACA7121,7,1,21,-6,3000000,-0.43689,0.01562,-0.01236,-27.97
NACA7121,7,1,21,-4,500000,-0.21757,0.0089,-0.0141,-24.45
NACA7121,7,1,21,-4,1000000,-0.21757,0.0089,-0.0141,-24.45
NACA7121,7,1,21,-4,3000000,-0.21757,0.0089,-0.0141,-24.45
NACA7121,7,1,21,-2,500000,0.00175,0.00668,-0.01585,0.26
NACA7121,7,1,21,-2,1000000,0.00175,0.00668,-0.01585,0.26
NACA7121,7,1,21,-2,3000000,0.00175,0.00668,-0.01585,0.26
NACA7121,7,1,21,0,500000,0.22108,0.00897,-0.01759,24.65
NACA7121,7,1,21,0,1000000,0.22108,0.00897,-0.01759,24.65
NACA7121,7,1,21,0,3000000,0.22108,0.00897,-0.01759,24.65
NACA7121,7,1,21,2,500000,0.4404,0.01576,-0.01934,27.94
NACA7121,7,1,21,2,1000000,0.4404,0.01576,-0.01934,27.94
NACA7121,7,1,21,2,3000000,0.4404,0.01576,-0.01934,27.94
NACA7121,7,1,21,4,500000,0.65973,0.02706,-0.02108,24.38
NACA7121,7,1,21,4,1000000,0.65973,0.02705,-0.02108,24.39
NACA7121,7,1,21,4,3000000,0.65973,0.02705,-0.02108,24.39
NACA7121,7,1,21,6,500000,0.87905,0.04285,-0.02283,20.51
NACA7121,7,1,21,6,1000000,0.87905,0.04285,-0.02283,20.51
NACA7121,7,1,21,6,3000000,0.87905,0.04285,-0.02283,20.51
NACA7121,7,1,21,8,500000,1.09838,0.06316,-0.02457,17.39
NACA7121,7,1,21,8,1000000,1.09838,0.06315,-0.02457,17.39
NACA7121,7,1,21,8,3000000,1.09838,0.06315,-0.02457,17.39
NACA7121,7,1,21,10,500000,1.3177,0.08796,-0.02632,14.98
NACA7121,7,1,21,10,1000000,1.3177,0.08796,-0.02632,14.98
NACA7121,7,1,21,10,3000000,1.3177,0.08796,-0.02632,14.98
NACA7121,7,1,21,12,500000,1.53703,0.11727,-0.02806,13.11
NACA7121,7,1,21,12,1000000,1.53703,0.11727,-0.02806,13.11
NACA7121,7,1,21,12,3000000,1.53703,0.11727,-0.02806,13.11
NACA7121,7,1,21,14,500000,1.75635,0.15108,-0.02981,11.63
NACA7121,7,1,21,14,1000000,1.75635,0.15108,-0.02981,11.63
NACA7121,7,1,21,14,3000000,1.75635,0.15108,-0.02981,11.63
NACA7121,7,1,21,16,500000,1.97568,0.1894,-0.03156,10.43
NACA7121,7,1,21,16,1000000,1.97568,0.1894,-0.03156,10.43
NACA7121,7,1,21,16,3000000,1.97568,0.18939,-0.03156,10.43
NACA7124,7,1,24,-6,500000,-0.43689,0.01586,-0.01236,-27.55
NACA7124,7,1,24,-6,1000000,-0.43689,0.01586,-0.01236,-27.55
NACA7124,7,1,24,-6,3000000,-0.43689,0.01586,-0.01236,-27.55
NACA7124,7,1,24,-4,500000,-0.21757,0.00914,-0.0141,-23.8
NACA7124,7,1,24,-4,1000000,-0.21757,0.00914,-0.0141,-23.8
NACA7124,7,1,24,-4,3000000,-0.21757,0.00914,-0.0141,-23.8
NACA7124,7,1,24,-2,500000,0.00175,0.00692,-0.01585,0.25
NACA7124,7,1,24,-2,1000000,0.00175,0.00692,-0.01585,0.25
NACA7124,7,1,24,-2,3000000,0.00175,0.00692,-0.01585,0.25
NACA7124,7,1,24,0,500000,0.22108,0.00921,-0.01759,24.0
NACA7124,7,1,24,0,1000000,0.22108,0.00921,-0.01759,24.0
NACA7124,7,1,24,0,3000000,0.22108,0.00921,-0.01759,24.0
NACA7124,7,1,24,2,500000,0.4404,0.016,-0.01934,27.52
NACA7124,7,1,24,2,1000000,0.4404,0.016,-0.01934,27.52
NACA7124,7,1,24,2,3000000,0.4404,0.016,-0.01934,27.52
NACA7124,7,1,24,4,500000,0.65973,0.0273,-0.02108,24.17
NACA7124,7,1,24,4,1000000,0.65973,0.02729,-0.02108,24.17
NACA7124,7,1,24,4,3000000,0.65973,0.02729,-0.02108,24.17
NACA7124,7,1,24,6,500000,0.87905,0.04309,-0.02283,20.4
NACA7124,7,1,24,6,1000000,0.87905,0.04309,-0.02283,20.4
NACA7124,7,1,24,6,3000000,0.87905,0.04309,-0.02283,20.4
NACA7124,7,1,24,8,500000,1.09838,0.0634,-0.02457,17.32
NACA7124,7,1,24,8,1000000,1.09838,0.06339,-0.02457,17.33
NACA7124,7,1,24,8,3000000,1.09838,0.06339,-0.02457,17.33
NACA7124,7,1,24,10,500000,1.3177,0.0882,-0.02632,14.94
NACA7124,7,1,24,10,1000000,1.3177,0.0882,-0.02632,14.94
NACA7124,7,1,24,10,3000000,1.3177,0.0882,-0.02632,14.94
NACA7124,7,1,24,12,500000,1.53703,0.11751,-0.02806,13.08
NACA7124,7,1,24,12,1000000,1.53703,0.11751,-0.02806,13.08
NACA7124,7,1,24,12,3000000,1.53703,0.11751,-0.02806,13.08
NACA7124,7,1,24,14,500000,1.75635,0.15132,-0.02981,11.61
NACA7124,7,1,24,14,1000000,1.75635,0.15132,-0.02981,11.61
NACA7124,7,1,24,14,3000000,1.75635,0.15132,-0.02981,11.61
NACA7124,7,1,24,16,500000,1.97568,0.18964,-0.03156,10.42
NACA7124,7,1,24,16,1000000,1.97568,0.18964,-0.03156,10.42
NACA7124,7,1,24,16,3000000,1.97568,0.18963,-0.03156,10.42
NACA7206,7,2,6,-6,500000,-0.49216,0.01682,-0.00796,-29.26
NACA7206,7,2,6,-6,1000000,-0.49216,0.01682,-0.00796,-29.26
NACA7206,7,2,6,-6,3000000,-0.49216,0.01682,-0.00796,-29.26
NACA7206,7,2,6,-4,500000,-0.27284,0.00897,-0.0097,-30.42
NACA7206,7,2,6,-4,1000000,-0.27284,0.00897,-0.0097,-30.42
NACA7206,7,2,6,-4,3000000,-0.27284,0.00897,-0.0097,-30.42
NACA7206,7,2,6,-2,500000,-0.05352,0.00562,-0.01145,-9.52
NACA7206,7,2,6,-2,1000000,-0.05352,0.00562,-0.01145,-9.52
NACA7206,7,2,6,-2,3000000,-0.05352,0.00561,-0.01145,-9.54
NACA7206,7,2,6,0,500000,0.16581,0.00677,-0.01319,24.49
NACA7206,7,2,6,0,1000000,0.16581,0.00677,-0.01319,24.49
NACA7206,7,2,6,0,3000000,0.16581,0.00677,-0.01319,24.49
NACA7206,7,2,6,2,500000,0.38513,0.01243,-0.01494,30.98
NACA7206,7,2,6,2,1000000,0.38513,0.01242,-0.01494,31.01
NACA7206,7,2,6,2,3000000,0.38513,0.01242,-0.01494,31.01
NACA7206,7,2,6,4,500000,0.60446,0.02259,-0.01669,26.76
NACA7206,7,2,6,4,1000000,0.60446,0.02258,-0.01669,26.77
NACA7206,7,2,6,4,3000000,0.60446,0.02258,-0.01669,26.77
NACA7206,7,2,6,6,500000,0.82378,0.03725,-0.01843,22.11
NACA7206,7,2,6,6,1000000,0.82378,0.03725,-0.01843,22.11
NACA7206,7,2,6,6,3000000,0.82378,0.03725,-0.01843,22.11
NACA7206,7,2,6,8,500000,1.04311,0.05642,-0.02018,18.49
NACA7206,7,2,6,8,1000000,1.04311,0.05641,-0.02018,18.49
NACA7206,7,2,6,8,3000000,1.04311,0.05641,-0.02018,18.49
NACA7206,7,2,6,10,500000,1.26243,0.08009,-0.02192,15.76
NACA7206,7,2,6,10,1000000,1.26243,0.08008,-0.02192,15.76
NACA7206,7,2,6,10,3000000,1.26243,0.08008,-0.02192,15.76
NACA7206,7,2,6,12,500000,1.48176,0.10826,-0.02367,13.69
NACA7206,7,2,6,12,1000000,1.48176,0.10826,-0.02367,13.69
NACA7206,7,2,6,12,3000000,1.48176,0.10826,-0.02367,13.69
NACA7206,7,2,6,14,500000,1.70102,0.141,-0.02541,12.06
NACA7206,7,2,6,14,1000000,1.70102,0.14099,-0.02541,12.06
NACA7206,7,2,6,14,3000000,1.70102,0.14099,-0.02541,12.06
NACA7206,7,2,6,16,500000,1.91191,0.17736,-0.02716,10.78
NACA7206,7,2,6,16,1000000,1.91191,0.17736,-0.02716,10.78
NACA7206,7,2,6,16,3000000,1.91191,0.17736,-0.02716,10.78
NACA7208,7,2,8,-6,500000,-0.49216,0.01698,-0.00796,-28.98
NACA7208,7,2,8,-6,1000000,-0.49216,0.01698,-0.00796,-28.98
NACA7208,7,2,8,-6,3000000,-0.49216,0.01698,-0.00796,-28.98
NACA7208,7,2,8,-4,500000,-0.27284,0.00913,-0.0097,-29.88
NACA7208,7,2,8,-4,1000000,-0.27284,0.00913,-0.0097,-29.88
NACA7208,7,2,8,-4,3000000,-0.27284,0.00913,-0.0097,-29.88
NACA7208,7,2,8,-2,500000,-0.05352,0.00578,-0.01145,-9.26
NACA7208,7,2,8,-2,1000000,-0.05352,0.00578,-0.01145,-9.26
NACA7208,7,2,8,-2,3000000,-0.05352,0.00577,-0.01145,-9.28
NACA7208,7,2,8,0,500000,0.16581,0.00693,-0.01319,23.93
NACA7208,7,2,8,0,1000000,0.16581,0.00693,-0.01319,23.93
NACA7208,7,2,8,0,3000000,0.16581,0.00693,-0.01319,23.93
NACA7208,7,2,8,2,500000,0.38513,0.01259,-0.01494,30.59
NACA7208,7,2,8,2,1000000,0.38513,0.01258,-0.01494,30.61
NACA7208,7,2,8,2,3000000,0.38513,0.01258,-0.01494,30.61
NACA7208,7,2,8,4,500000,0.60446,0.02275,-0.01669,26.57
NACA7208,7,2,8,4,1000000,0.60446,0.02274,-0.01669,26.58
NACA7208,7,2,8,4,3000000,0.60446,0.02274,-0.01669,26.58
NACA7208,7,2,8,6,500000,0.82378,0.03741,-0.01843,22.02
NACA7208,7,2,8,6,1000000,0.82378,0.03741,-0.01843,22.02
NACA7208,7,2,8,6,3000000,0.82378,0.03741,-0.01843,22.02
NACA7208,7,2,8,8,500000,1.04311,0.05658,-0.02018,18.44
NACA7208,7,2,8,8,1000000,1.04311,0.05657,-0.02018,18.44
NACA7208,7,2,8,8,3000000,1.04311,0.05657,-0.02018,18.44
NACA7208,7,2,8,10,500000,1.26243,0.08025,-0.02192,15.73
NACA7208,7,2,8,10,1000000,1.26243,0.08024,-0.02192,15.73
NACA7208,7,2,8,10,3000000,1.26243,0.08024,-0.02192,15.73
NACA7208,7,2,8,12,500000,1.48176,0.10842,-0.02367,13.67
NACA7208,7,2,8,12,1000000,1.48176,0.10842,-0.02367,13.67
NACA7208,7,2,8,12,3000000,1.48176,0.10842,-0.02367,13.67
NACA7208,7,2,8,14,500000,1.70108,0.1411,-0.02541,12.06
NACA7208,7,2,8,14,1000000,1.70108,0.1411,-0.02541,12.06
NACA7208,7,2,8,14,3000000,1.70108,0.14109,-0.02541,12.06
NACA7208,7,2,8,16,500000,1.91591,0.17803,-0.02716,10.76
NACA7208,7,2,8,16,1000000,1.91591,0.17803,-0.02716,10.76
NACA7208,7,2,8,16,3000000,1.91591,0.17803,-0.02716,10.76
NACA7210,7,2,10,-6,500000,-0.49216,0.01714,-0.00796,-28.71
NACA7210,7,2,10,-6,1000000,-0.49216,0.01714,-0.00796,-28.71
NACA7210,7,2,10,-6,3000000,-0.49216,0.01714,-0.00796,-28.71
NACA7210,7,2,10,-4,500000,-0.27284,0.00929,-0.0097,-29.37
NACA7210,7,2,10,-4,1000000,-0.27284,0.00929,-0.0097,-29.37
NACA7210,7,2,10,-4,3000000,-0.27284,0.00929,-0.0097,-29.37
NACA7210,7,2,10,-2,500000,-0.05352,0.00594,-0.01145,-9.01
NACA7210,7,2,10,-2,1000000,-0.05352,0.00594,-0.01145,-9.01
NACA7210,7,2,10,-2,3000000,-0.05352,0.00593,-0.01145,-9.03
NACA7210,7,2,10,0,500000,0.16581,0.00709,-0.01319,23.39
NACA7210,7,2,10,0,1000000,0.16581,0.00709,-0.01319,23.39
NACA7210,7,2,10,0,3000000,0.16581,0.00709,-0.01319,23.39
NACA7210,7,2,10,2,500000,0.38513,0.01275,-0.01494,30.21
NACA7210,7,2,10,2,1000000,0.38513,0.01274,-0.01494,30.23
NACA7210,7,2,10,2,3000000,0.38513,0.01274,-0.01494,30.23
NACA7210,7,2,10,4,500000,0.60446,0.02291,-0.01669,26.38
NACA7210,7,2,10,4,1000000,0.60446,0.0229,-0.01669,26.4
NACA7210,7,2,10,4,3000000,0.60446,0.0229,-0.01669,26.4
NACA7210,7,2,10,6,500000,0.82378,0.03757,-0.01843,21.93
NACA7210,7,2,10,6,1000000,0.82378,0.03757,-0.01843,21.93
NACA7210,7,2,10,6,3000000,0.82378,0.03757,-0.01843,21.93
NACA7210,7,2,10,8,500000,1.04311,0.05674,-0.02018,18.38
NACA7210,7,2,10,8,1000000,1.04311,0.05673,-0.02018,18.39
NACA7210,7,2,10,8,3000000,1.04311,0.05673,-0.02018,18.39
NACA7210,7,2,10,10,500000,1.26243,0.08041,-0.02192,15.7
NACA7210,7,2,10,10,1000000,1.26243,0.0804,-0.02192,15.7
NACA7210,7,2,10,10,3000000,1.26243,0.0804,-0.02192,15.7
NACA7210,7,2,10,12,500000,1.48176,0.10858,-0.02367,13.65
NACA7210,7,2,10,12,1000000,1.48176,0.10858,-0.02367,13.65
NACA7210,7,2,10,12,3000000,1.48176,0.10858,-0.02367,13.65
NACA7210,7,2,10,14,500000,1.70108,0.14126,-0.02541,12.04
NACA7210,7,2,10,14,1000000,1.70108,0.14126,-0.02541,12.04
NACA7210,7,2,10,14,3000000,1.70108,0.14125,-0.02541,12.04
NACA7210,7,2,10,16,500000,1.91865,0.17847,-0.02716,10.75
NACA7210,7,2,10,16,1000000,1.91865,0.17847,-0.02716,10.75
NACA7210,7,2,10,16,3000000,1.91865,0.17847,-0.02716,10.75
NACA7212,7,2,12,-6,500000,-0.49216,0.0173,-0.00796,-28.45
NACA7212,7,2,12,-6,1000000,-0.49216,0.0173,-0.00796,-28.45
NACA7212,7,2,12,-6,3000000,-0.49216,0.0173,-0.00796,-28.45
NACA7212,7,2,12,-4,500000,-0.27284,0.00945,-0.0097,-28.87
NACA7212,7,2,12,-4,1000000,-0.27284,0.00945,-0.0097,-28.87
NACA7212,7,2,12,-4,3000000,-0.27284,0.00945,-0.0097,-28.87
NACA7212,7,2,12,-2,500000,-0.05352,0.0061,-0.01145,-8.77
NACA7212,7,2,12,-2,1000000,-0.05352,0.0061,-0.01145,-8.77
NACA7212,7,2,12,-2,3000000,-0.05352,0.00609,-0.01145,-8.79
NACA7212,7,2,12,0,500000,0.16581,0.00725,-0.01319,22.87
NACA7212,7,2,12,0,1000000,0.16581,0.00725,-0.01319,22.87
NACA7212,7,2,12,0,3000000,0.16581,0.00725,-0.01319,22.87
NACA7212,7,2,12,2,500000,0.38513,0.01291,-0.01494,29.83
NACA7212,7,2,12,2,1000000,0.38513,0.0129,-0.01494,29.86
NACA7212,7,2,12,2,3000000,0.38513,0.0129,-0.01494,29.86
NACA7212,7,2,12,4,500000,0.60446,0.02307,-0.01669,26.2
NACA7212,7,2,12,4,1000000,0.60446,0.02306,-0.01669,26.21
NACA7212,7,2,12,4,3000000,0.60446,0.02306,-0.01669,26.21
NACA7212,7,2,12,6,500000,0.82378,0.03773,-0.01843,21.83
NACA7212,7,2,12,6,1000000,0.82378,0.03773,-0.01843,21.83
NACA7212,7,2,12,6,3000000,0.82378,0.03773,-0.01843,21.83
NACA7212,7,2,12,8,500000,1.04311,0.0569,-0.02018,18.33
NACA7212,7,2,12,8,1000000,1.04311,0.05689,-0.02018,18.34
NACA7212,7,2,12,8,3000000,1.04311,0.05689,-0.02018,18.34
NACA7212,7,2,12,10,500000,1.26243,0.08057,-0.02192,15.67
NACA7212,7,2,12,10,1000000,1.26243,0.08056,-0.02192,15.67
NACA7212,7,2,12,10,3000000,1.26243,0.08056,-0.02192,15.67
NACA7212,7,2,12,12,500000,1.48176,0.10874,-0.02367,13.63
NACA7212,7,2,12,12,1000000,1.48176,0.10874,-0.02367,13.63
NACA7212,7,2,12,12,3000000,1.48176,0.10874,-0.02367,13.63
NACA7212,7,2,12,14,500000,1.70108,0.14142,-0.02541,12.03
NACA7212,7,2,12,14,1000000,1.70108,0.14142,-0.02541,12.03
NACA7212,7,2,12,14,3000000,1.70108,0.14141,-0.02541,12.03
NACA7212,7,2,12,16,500000,1.92012,0.17869,-0.02716,10.75
NACA7212,7,2,12,16,1000000,1.92012,0.17868,-0.02716,10.75
NACA7212,7,2,12,16,3000000,1.92012,0.17868,-0.02716,10.75
